"LOCATION_CODE","Occupancy_Right_Desc","OWNED_OR_LEASED_INDICATOR","REGION_CODE","STREET_ADDRESS","CITY","STATE_CD","ZIPCODE5","Latitude","Longitude","BUILDING_RSF","BLD_VACANT_RSF","YEAR_BUILT","WALK_SCORE","TRANSIT_SCORE","CONGRESSIONAL_DISTRICT_CODE","Fed_POC","Fed_POC_Email","REPRESENTATIVE","REPRESENTATIVE_URL","LEASE_NUM","LEASE_EFFECTIVE_DATE","LEASE_EXPIRATION_DATE"
"DC0320","Leased","D","11","1331 PENN AVENUE,NW","WASHINGTON","DC","20004","38.8966298","-77.030128","253,901","0","","","","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00571","6/12/2022","6/11/2037"
"DC1429","Owned","F","11","NEBRASKA AVENUE COMPLEX","WASHINGTON","DC","20016","38.9387643","-77.08016","3,779","4,079","1990","65","55","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0118","Owned","F","11","712 JACKSON PL NW","WASHINGTON","DC","20006","38.89919","-77.038331","4,097","0","1869","98","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0130","Leased","L","11","1442 PENNSYLVANIA AVE SE","WASHINGTON","DC","20003","38.88007","-76.983971","6,685","0","2000","91","78","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0130","Leased","D","11","1442 PENNSYLVANIA AVE SE","WASHINGTON","DC","20003","38.88007","-76.983971","6,685","0","","91","78","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00166","9/11/2017","9/10/2027"
"DC1178","Leased","L","11","529 14TH ST NW","WASHINGTON","DC","20004","38.89699","-77.031251","18,761","0","1923","92","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1178","Leased","D","11","529 14TH ST NW","WASHINGTON","DC","20004","38.89699","-77.031251","18,761","0","","92","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00387","8/31/2019","8/30/2029"
"DC0036","Owned","F","11","701 E ST NW","WASHINGTON","DC","20004","38.89664","-77.022421","196,847","0","1842","99","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0101","Owned","F","11","2701 MARTIN LUTHER KING JR AVE SE","WASHINGTON","DC","20032","38.85361","-77.000351","0","0","1902","3","62","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1415","Owned","F","11","NEBRASKA AVENUE COMPLEX","WASHINGTON","DC","20016","38.9380787","-77.082552","126,780","0","1946","60","53","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1347","Owned","F","11","2701 MARTIN LUTHER KING JR AVE SE","WASHINGTON","DC","20032","38.85361","-77.000351","0","0","1883","3","62","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0024","Owned","F","11","401 14TH ST SW","WASHINGTON","DC","20227","38.884743","-77.032427","133,083","0","1918","54","84","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC1250","Owned","F","11","2401 E ST NW","WASHINGTON","DC","20037","38.89659","-77.052111","536,416","0","1966","91","79","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0030","Owned","F","11","401 F ST NW","WASHINGTON","DC","20001","38.89779","-77.017521","225,253","0","1885","97","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0175","Leased","L","11","395 E ST SW","WASHINGTON","DC","20024","38.8833128","-77.017386","211,923","0","2000","87","92","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0175","Leased","D","11","395 E ST SW","WASHINGTON","DC","20024","38.8833128","-77.017386","211,923","0","","87","92","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00269","2/22/2019","2/21/2034"
"DC0175","Leased","D","11","395 E ST SW","WASHINGTON","DC","20024","38.8833128","-77.017386","211,923","0","","87","92","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00245","6/24/2018","6/23/2033"
"DC0175","Leased","D","11","395 E ST SW","WASHINGTON","DC","20024","38.8833128","-77.017386","211,923","0","","","","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00748","2/29/2024","2/27/2039"
"DC0175","Leased","D","11","395 E ST SW","WASHINGTON","DC","20024","38.8833128","-77.017386","211,923","0","","","","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","LDC00653","8/19/2024","8/18/2034"
"DC0533","Owned","F","11","2430 E ST NW","WASHINGTON","DC","20037","38.8942936","-77.052687","68,378","0","1933","85","77","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC4203","Leased","L","3","400 VIRGINIA AVE SW","WASHINGTON","DC","20024","38.8842","-77.018051","5,734","0","2000","86","92","1198","Dorothy Grosick","dorothy.grosick@gsa.gov","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC4203","Leased","D","3","400 VIRGINIA AVE SW","WASHINGTON","DC","20024","38.8842","-77.018051","5,734","0","","86","92","1198","Dorothy Grosick","dorothy.grosick@gsa.gov","Norton, Eleanor (D)","https://norton.house.gov/","LDC00080","9/29/2017","9/28/2032"
"DC1461","Owned","F","11","2701 MARTIN LUTHER KING JR AVE SE","WASHINGTON","DC","20032","38.85361","-77.000351","0","0","1892","3","62","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
"DC0515","Owned","F","11","1300 PENNSYLVANIA AVE NW","WASHINGTON","DC","20004","38.89393","-77.031211","539,493","23,582","1996","78","100","1198","Tiffany Wilson","tiffany.greason@gsa.gov ","Norton, Eleanor (D)","https://norton.house.gov/","","",""
